标题,个人评分,打分日期,我的短评,上映日期,制片国家,条目链接
"曼达洛人 第二季 / The Mandalorian Season 2","4","2021/01/18","","2020/10/30","美国","https://movie.douban.com/subject/34892527/"
"上帝之鸟 / The Good Lord Bird","3","2021/01/18","","2020/10/04","美国","https://movie.douban.com/subject/30246681/"
"星际迷航：发现号 第三季 / Star Trek: Discovery Season 3","2","2021/01/18","","2020/10/15","美国","https://movie.douban.com/subject/30473976/"
"冰血暴 第四季 / Fargo Season 4","3","2021/01/18","","2020/09/27","美国","https://movie.douban.com/subject/27623155/"
"路西法 第五季 / Lucifer Season 5","3","2021/01/18","","2020/08/21","美国","https://movie.douban.com/subject/34148546/"
"亿万 第五季 / Billions Season 5","3","2021/01/18","","2020/05/03","美国","https://movie.douban.com/subject/33440173/"
"王冠 第四季 / The Crown Season 4","3","2021/01/18","","2020/11/15","美国","https://movie.douban.com/subject/27182503/"
"黑暗物质三部曲 第二季 / His Dark Materials Season 2","2","2021/01/18","","2020/11/08","英国","https://movie.douban.com/subject/30324327/"
"重庆森林 / 重慶森林","5","2021/01/01","","1994/07/14","中国香港","https://movie.douban.com/subject/1291999/"
"心灵奇旅 / Soul","4","2020/12/26","","2020/10/11","伦敦电影节","https://movie.douban.com/subject/24733428/"
"神奇女侠1984 / Wonder Woman 1984","1","2020/12/19","","2020/12/18","中国大陆","https://movie.douban.com/subject/27073752/"
"泽塔奥特曼 / ウルトラマンZ","4","2020/12/19","泽塔 我的超人！！！","2020/06/20","日本","https://movie.douban.com/subject/35013632/"
"第九区 / District 9","3","2020/11/20","","2009/08/14","美国","https://movie.douban.com/subject/3006772/"
"心迷宫","4","2020/11/20","","2014/07/21","FIRST青年影展","https://movie.douban.com/subject/25917973/"
"大佛普拉斯","3","2020/11/20","","2017/06/29","台北电影节","https://movie.douban.com/subject/27059130/"
"疯狂的石头","3","2020/11/20","","2006/06/30","中国大陆","https://movie.douban.com/subject/1862151/"
"驴得水","2","2020/11/20","","2016/10/28","中国大陆","https://movie.douban.com/subject/25921812/"
"九品芝麻官","4","2020/11/20","","1994/03/31","中国香港","https://movie.douban.com/subject/1297518/"
"后翼弃兵 / The Queen's Gambit","3","2020/11/14","","2020/10/23","美国","https://movie.douban.com/subject/32579283/"
"乱","4","2020/11/06","","1985/06/01","日本","https://movie.douban.com/subject/1296196/"
"梦 / 夢","4","2020/11/06","","1990/05/10","戛纳电影节","https://movie.douban.com/subject/1299112/"
"用心棒","4","2020/11/06","","1961/04/25","日本","https://movie.douban.com/subject/1292515/"
"生之欲 / 生きる","4","2020/11/06","","1952/10/09","日本","https://movie.douban.com/subject/1293847/"
"蜘蛛巢城 / 蜘蛛巣城","4","2020/11/06","","1957/01/15","日本","https://movie.douban.com/subject/1294827/"
"电车狂 / どですかでん","4","2020/11/06","","1970/10/31","日本","https://movie.douban.com/subject/1303077/"
"八月狂想曲 / 八月の狂詩曲","4","2020/11/06","","1991/05/25","日本","https://movie.douban.com/subject/1302619/"
"恶汉甜梦 / 悪い奴ほどよく眠る","4","2020/11/06","","1960/09/15","日本","https://movie.douban.com/subject/1297589/"
"德尔苏·乌扎拉 / Дерсу Узала","4","2020/11/06","","1975/08/02","日本","https://movie.douban.com/subject/1300034/"
"袅袅夕阳情 / まあだだよ","4","2020/11/06","","1993/04/17","日本","https://movie.douban.com/subject/1298754/"
"泥醉天使 / 醉いどれ天使","4","2020/11/06","","1948/04/27","日本","https://movie.douban.com/subject/1294859/"
"姿三四郎","3","2020/11/06","","1943/03/25","日本","https://movie.douban.com/subject/1300208/"
"红胡子 / 赤ひげ","4","2020/11/06","","1965/04/03","日本","https://movie.douban.com/subject/1296679/"
"天国与地狱 / 天国と地獄","4","2020/11/06","","1963/03/01","日本","https://movie.douban.com/subject/1293663/"
"野良犬","4","2020/11/06","","1949/10/17","日本","https://movie.douban.com/subject/1293107/"
"战国英豪 / 隠し砦の三悪人","4","2020/11/06","","1958/12/28","日本","https://movie.douban.com/subject/1303110/"
"椿三十郎","4","2020/11/06","","1962/01/01","日本","https://movie.douban.com/subject/1293310/"
"大路 / La strada","4","2020/11/06","","1954/09/06","威尼斯电影节","https://movie.douban.com/subject/1292719/"
"卡比利亚之夜 / Le notti di Cabiria","5","2020/11/06","","1957/05/11","戛纳电影节","https://movie.douban.com/subject/1294781/"
"甜蜜的生活 / La dolce vita","4","2020/11/06","","1960/02/04","意大利","https://movie.douban.com/subject/1293271/"
"阿玛柯德 / Amarcord","4","2020/11/06","","1973/12/18","意大利","https://movie.douban.com/subject/1298672/"
"浪荡儿 / I vitelloni","4","2020/11/06","","1953/08/26","威尼斯电影节","https://movie.douban.com/subject/1300779/"
"骗子 / Il bidone","4","2020/11/06","","1955/09/05","威尼斯电影节","https://movie.douban.com/subject/1303571/"
"朱丽叶与魔鬼 / Giulietta degli spiriti","3","2020/11/06","","","","https://movie.douban.com/subject/1299485/"
"爱情神话 / Fellini - Satyricon","4","2020/11/06","","1969/09/03","意大利","https://movie.douban.com/subject/1293358/"
"女人城 / La città delle donne","3","2020/11/06","","1980/03/28","意大利","https://movie.douban.com/subject/1296183/"
"卡萨诺瓦 / Il Casanova di Federico Fellini","3","2020/11/06","","1976/12/07","意大利","https://movie.douban.com/subject/1301917/"
"白酋长 / Lo sceicco bianco","3","2020/11/06","","1952/09/06","威尼斯电影节","https://movie.douban.com/subject/1433560/"
"管弦乐队的彩排 / Prova d'orchestra","3","2020/11/06","","","","https://movie.douban.com/subject/1294951/"
"舞国 / Ginger e Fred","4","2020/11/06","","1986/01/15","法国","https://movie.douban.com/subject/1298375/"
"访谈录 / Intervista","4","2020/11/06","","1987/05/18","戛纳电影节","https://movie.douban.com/subject/1303528/"
"勾魂慑魄 / Histoires extraordinaires","3","2020/11/06","","1968/06/10","法国","https://movie.douban.com/subject/1293858/"
"船续前行 / E la nave va","4","2020/11/06","","1983/09/10","威尼斯电影节","https://movie.douban.com/subject/1303533/"
"月吟 / La voce della luna","3","2020/11/06","","1990/02/01","意大利","https://movie.douban.com/subject/1295946/"
"卖艺春秋 / Luci del varietà","3","2020/11/06","","1950/12/06","意大利","https://movie.douban.com/subject/1294343/"
"大神偷卡门 第三季 / Carmen Sandiego Season 3","3","2020/11/03","","2020/10/01","美国","https://movie.douban.com/subject/35198969/"
"艾米丽在巴黎 第一季 / Emily in Paris Season 1","2","2020/11/03","","2020/10/02","美国","https://movie.douban.com/subject/30319440/"
"骚动时节的少女们啊 / 荒ぶる季節の乙女どもよ。","2","2020/11/03","","2020/09/08","日本","https://movie.douban.com/subject/35135497/"
"极品老妈 第七季 / Mom Season 7","3","2020/11/02","","2019/09/26","美国","https://movie.douban.com/subject/30454223/"
"我们这一天 第四季 / This Is Us Season 4","4","2020/10/26","","2019/09/24","美国","https://movie.douban.com/subject/33444115/"
"黑袍纠察队 第二季 / The Boys Season 2","3","2020/10/19","","2020/09/04","美国","https://movie.douban.com/subject/34626347/"
"17.3 关于性 / 17.3 about a sex","4","2020/10/19","","2020/09/17","日本","https://movie.douban.com/subject/35202302/"
"半泽直树2 / 半沢直樹2","4","2020/10/03","","2020/07/19","日本","https://movie.douban.com/subject/25806638/"
"灰姑娘药剂师 / アンサング・シンデレラ 病院薬剤師の処方箋","2","2020/10/03","","2020/07/16","日本","https://movie.douban.com/subject/34948447/"
"地球百子 第七季 / The 100 Season 7","2","2020/10/03","","2020/05/20","美国","https://movie.douban.com/subject/34785017/"
"生物黑客 第一季 / Biohackers Season 1","2","2020/09/30","","2020/08/20","德国","https://movie.douban.com/subject/33418680/"
"宠女青春白皮书 / 親バカ青春白書","2","2020/09/30","","2020/08/02","日本","https://movie.douban.com/subject/35047788/"
"银座黑猫物语 / 銀座黒猫物語","2","2020/09/30","","2020/07/16","中国大陆","https://movie.douban.com/subject/35127507/"
"灰姑娘药剂师 另一个故事～新人药剂师 相原胡桃～ / アンサング...","1","2020/09/30","","2020/08/27","日本","https://movie.douban.com/subject/35177705/"
"魔进战队煌辉者 / 魔進戦隊キラメイジャー","4","2020/09/13","","2020/03/08","日本","https://movie.douban.com/subject/34894548/"
"骑士龙战队龙装者 / 騎士竜戦隊リュウソウジャー","4","2020/09/13","","2019/03/17","日本","https://movie.douban.com/subject/30412191/"
"花木兰 / Mulan","1","2020/09/11","对东方的刻板印象和许多离谱的不切实际的幻想再一次证明大部分鬼佬真的只配拍庸俗的个人英雄主义电影，中国五千年的文化对他们而言实在是太难理解了。小到对凤凰的英语性别用词大到对花木兰故事本身所要诠释的东西的理解都显出了电影的肤浅，连对武打场面的分镜构图也只抄到了皮毛而更显得凌乱不堪。P.S.真的很烦假3D(2 有用)","2020/09/04","美国网络","https://movie.douban.com/subject/26357307/"
"别往深处看 / Don't Look Deeper","2","2020/09/08","","2020/07/27","美国","https://movie.douban.com/subject/34430880/"
"小妇人 / Little Women","3","2020/09/05","双线叙事结合的相似相反构图，还有滥用的音桥显得极其刻意而又死板，对冷暖色调的运用也仅仅浮在了最最表层。导演的意图是极明显的，而这意图却又将叙事击成了碎片。艾玛沃森实在是太太不会演了","2019/12/25","美国","https://movie.douban.com/subject/26348103/"
"信条 / Tenet","2","2020/09/04","正逆时间流中角色共演的片段感觉都还怪难拍的。","2020/08/26","英国","https://movie.douban.com/subject/30444960/"
"黄石 第三季 / Yellowstone Season 3","3","2020/09/04","","2020/06/21","美国","https://movie.douban.com/subject/34814172/"
"逃避虽可耻但有用 爱的悸动！特别版 / 逃げるは恥だが役に立つ ム...","3","2020/09/04","","2020/05/19","日本","https://movie.douban.com/subject/35071038/"
"假面骑士01 / 仮面ライダーゼロワン","1","2020/08/30","假面骑士巴尔坎 我的英雄(1 有用)","2019/09/01","日本","https://movie.douban.com/subject/33447603/"
"神盾局特工 第七季 / Agents of S.H.I.E.L.D. Season 7","3","2020/08/19","","2020/05/27","美国","https://movie.douban.com/subject/30380446/"
"逐星女 第一季 / Stargirl Season 1","1","2020/08/19","","2020/05/18","美国","https://movie.douban.com/subject/30283264/"
"盲点 第五季 / Blindspot Season 5","2","2020/08/19","","2020/05/07","美国","https://movie.douban.com/subject/34852969/"
"末日巡逻队 第二季 / Doom Patrol Season 2","2","2020/08/19","","2020/06/25","美国","https://movie.douban.com/subject/33462298/"
"天命之咒 / Cursed","1","2020/08/19","","2020/07/17","美国","https://movie.douban.com/subject/30183811/"
"伞学院 第二季 / The Umbrella Academy Season 2","2","2020/08/19","","2020/07/31","美国","https://movie.douban.com/subject/30488653/"
"高斯奥特曼VS杰斯提斯奥特曼 最终决战 / ウルトラマンコスモスVSウ...","3","2020/07/26","","","","https://movie.douban.com/subject/4307348/"
"哉阿斯奥特曼 / ウルトラマンゼアス","2","2020/07/26","","","","https://movie.douban.com/subject/2264582/"
"奥特格斗欧布 父子之力，借用一下！ / ウルトラファイトオーブ 親...","3","2020/07/26","","2017/04/15","日本","https://movie.douban.com/subject/27030504/"
"新·奥特Q / ネオ・ウルトラQ","3","2020/07/26","","2013/01/12","日本","https://movie.douban.com/subject/10810251/"
"赛罗奥特曼格斗第二部 / ウルトラゼロファイト第二部 輝きのゼロ","2","2020/07/26","","2012/12/12","日本","https://movie.douban.com/subject/25766638/"
"超级赛罗格斗 / ウルトラゼロファイト 第一部 新たなる力","2","2020/07/26","","2012/08/01","日本","https://movie.douban.com/subject/10810252/"
"赛罗奥特曼外传 超决战！贝利亚银河帝国外传 / ウルトラマンゼロ外...","3","2020/07/26","","2011/11/25","日本","https://movie.douban.com/subject/6727310/"
"超银河传说外传：赛罗奥特曼vs黑暗独眼巨人赛罗 / ウルトラ銀河伝...","3","2020/07/26","","","","https://movie.douban.com/subject/5413833/"
"奥特银河大怪兽之战：无尽的圣战 / ウルトラギャラクシー大怪獣バ...","3","2020/07/26","","","","https://movie.douban.com/subject/4323595/"
"奥特银河大怪兽之战 / ウルトラギャラクシー 大怪獣バトル","3","2020/07/26","","2007/12/01","日本","https://movie.douban.com/subject/2398645/"
"梦比优斯奥特曼外传 希卡利传说 / ウルトラマンメビウス外伝 ヒカ...","4","2020/07/26","","","","https://movie.douban.com/subject/5413832/"
"迪迦奥特曼～致光的孩子们～ / ウルトラマンティガ～光の子供たちへ～","4","2020/07/26","","","","https://movie.douban.com/subject/5401726/"
"赛文奥特曼 EVOLUTION EPISODE：1 黑暗一面 / ウルトラセブン EVOL...","4","2020/07/26","","","","https://movie.douban.com/subject/5041032/"
"赛文奥特曼 EVOLUTION EPISODE：2 完美的世界 / ウルトラセブン EV...","3","2020/07/26","","","","https://movie.douban.com/subject/5041033/"
"赛文奥特曼 EVOLUTION EPISODE：3 未知天地 / ウルトラセブン EVOL...","3","2020/07/26","","","","https://movie.douban.com/subject/5041034/"
"赛文奥特曼 EVOLUTION EPISODE：4 纯真 / ウルトラセブン EVOLUTIO...","3","2020/07/26","","","","https://movie.douban.com/subject/5041035/"
"赛文奥特曼 EVOLUTION EPISODE：5 神秘进化记录 / ウルトラセブン ...","4","2020/07/26","","","","https://movie.douban.com/subject/5041036/"
"盖亚奥特曼 盖亚再现 / ウルトラマンガイア ガイアよ再び","4","2020/07/26","","2001/03/25","日本","https://movie.douban.com/subject/5041039/"
"纳伊斯奥特曼 / ウルトラマンナイス","2","2020/07/26","","","","https://movie.douban.com/subject/6719440/"
"奥特Q / ウルトラQ","5","2020/07/26","","1966/01/02","日本","https://movie.douban.com/subject/2264552/"
"美丽新世界 / Brave New World","1","2020/07/20","","2020/07/15","美国","https://movie.douban.com/subject/3097448/"
"现代启示录 / Apocalypse Now","5","2020/07/20","","1979/05/19","戛纳电影节","https://movie.douban.com/subject/1292260/"
"睡梦医生 / Doctor Sleep","2","2020/07/19","","2019/10/30","法国","https://movie.douban.com/subject/25932065/"
"小丑回魂 / IT","3","2020/07/19","","1990/11/18","美国","https://movie.douban.com/subject/1422340/"
"小丑回魂2 / It: Chapter Two","2","2020/07/19","","2019/09/06","美国","https://movie.douban.com/subject/27133569/"
"汉密尔顿 / Hamilton","5","2020/07/17","","2020/07/03","美国","https://movie.douban.com/subject/34961898/"
